PL_id,season,match_week,date,kickoff,referee,stadium,city,attendance,home_team,away_team,home_position,away_position,home_performance,away_performance,home_avg_scored,away_avg_scored,home_avg_conceded,away_avg_conceded,home_performance_last_five,away_performance_last_five,home_performance_as_home,away_performance_as_away,home_avg_scored_as_home,away_avg_scored_as_away,home_avg_conceded_as_home,away_avg_conceded_as_away,result,home_score,away_score,home_ht_score,away_ht_score,home_goals,away_goals,home_first_goal,away_first_goal,home_last_goal,away_last_goal,home_yellow_pl,away_yellow_pl,home_red_pl,away_red_pl,home_posse,away_posse,home_shotsON,away_shotsON,home_shots,away_shots,home_passes,away_passes,home_corners,away_corners,home_offsides,away_offsides,home_yellows,away_yellows,home_reds,away_reds,home_fouls,away_fouls,home_lineup,away_lineup
0,1990,2,0,0,0,0,0,0,Chelsea,Tottenham Hotspur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EggertJónsson-JohnHeitinga-TitusBramble-PhilippeSenderos-YohanCabaye-RobinvanPersie-PeterCrouchOwn-AntonFerdinand-RadosavPetrovic-StephenIreland-WilsonPalacios,AndyWilkinson-WayneRooney-Yakubu-GrantHanley-DavidStockdale-JohnO'Shea-MatthewKilgallon-BradleyJohnson-KeirenWestwood-LeightonBaines-TonyHibbert
0,1990,2,0,0,0,0,0,0,Blackburn Rovers,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,StevenPienaar-KemyAgustien-RaulMeireles-MarkSchwarzer-EdinDzeko-StephenWarnock-AndréSantos-JohnRuddy-DavidFox-JamieO'Hara-Anderson,SotiriosKyrgiakos-MarouaneFellaini-PhilJones-AntolínAlcaraz-GarethBarry-TimKrul-StewartDowning-MauroFormica-AdamHammill-DorusdeVries-VincentKompany
0,1990,2,0,0,0,0,0,0,Aston Villa,Wigan Athletic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DidierDrogba-RussellMartin-DarrenBentPen.Scored-AdamJohnson-JermaineJenas-WojciechSzczesny-Marc-RomeluLukaku-PepeReina-PhilJagielka-SambaDiakité,MarioBalotelliPen.Scored-KevinDavies-BrettEmerton-AleksandarKolarov-PapissDembaCissé-KerimFrei-MichaelEssien-RobbieKeane-DedryckBoyata-DimitarBerbatov-BredeHangeland
0,1990,2,0,0,0,0,0,0,Stoke City,Norwich City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IvanKlasnic-MousaDembélé-ClintDempsey-TayeTaiwo-MaynorFigueroa-MortenGamstPedersen-RicardoFuller-ZoltánGera-MikelArteta-MartinPetrovPen.Scored-AlejandroFaurlin,BarryBannan-NathanDyer-GlenJohnson-MartinKelly-StefanSavic-MíchelSalgado-Chicharito-SamRicketts-SimonLappin-NemanjaVidic-DavidN'Gog
0,1990,2,0,0,0,0,0,0,Manchester City,Swansea City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JamesMilner-GarethBale-SimonMignolet-FitzHall-JamesPerch-Fabio-JohanDjourou-MartinSkrtel-ZatKnight-ElliottWard-BenoitAssou,WayneBridge-StephenHunt-MarcAlbrighton-Rafael-PaulRobinson-LiamRidgewell-PetrCech-StiliyanPetrov-DjibrilCissé-DannyGrahamPen.Scored-JayBothroyd
0,1990,2,0,0,0,0,0,0,West Bromwich Albion,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BradleyOrr-BobbyZamora-JordiGómez-WilliamGallas-Sung-SimonVukcevic-TomasRosicky-JamieMackie-RichardDunne-JermainePennant-MatthewConnolly,AaronWilbraham-AndreasWeimann-HeidarHelgusonPen.Scored-DavidJones-RogerJohnson-DanielAyala-AndrewSurman-AlexandreSong-SamHutchinson-DannyGrahamOwn-JonathanWalters
0,1990,2,0,0,0,0,0,0,Newcastle United,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JonathanWaltersPen.Scored-NigeldeJong-RoryDelap-LeonOsman-MattUpson-JamesMcClean-VictorAnichebe-ShaunDerry-AsmirBegovic-HatemBenArfa-KevinDoyleOwn,JoeRiley-FabricioColoccini-ShaneDuffy-NicolasAnelka-YossiBenayoun-Chamberlain-DavidDavis-ThomasSørensen-DannyWelbeck-DarrenPratley-AaronRamseyOwn
0,1990,2,0,0,0,0,0,0,Wolverhampton Wanderers,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DavidEdwards-NeilTaylorOwn-DarrenFletcher-SimonCox-GabrielTamas-AlexOxlade-FrankLampardPen.Scored-GylfiSigurdsson-SylvainMarveaux-GaryGardner-BenAmos,AnthonyModeste-AngelRangel-NikicaJelavicPen.Scored-CheickTioté-MikeWilliamson-SylvanEbanks-JoleonLescott-SamirNasri-TommySmith-ZakWhitbread-ChristopheBerra
0,1990,2,0,0,0,0,0,0,Manchester United,Queens Park Rangers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CraigDawson-LandonDonovan-MarkGower-PatrickvanAanholt-ApostolosVellios-JoséBosingwa-MohamedDiamé-LeightonBainesPen.Scored-StevenReidOwn-KieranGibbs-BranislavIvanovic,MarcusOlsson-MarcTierney-NathanBaker-KarlHenry-JermaineBeckford-ScottParker-LukaModric-RonnieStam-CarlosCuellar-BradGuzan-DavidVaughan
0,1990,2,0,0,0,0,0,0,Bolton Wanderers,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JamesMcCarthy-StéphaneSessegnon-OriolRomeu-KyleNaughton-ElliottBennett-EricLichaj-MartinOlsson-JeromeThomas-NedumOnuoha-LeroyLita-GrétarSteinsson,ThomasVermaelenOwn-DavidWheater-NikoKranjcar-MartinSkrtelOwn-TuncaySanli-KieranRichardson-ShayGiven-SéamusColeman-SteveMorison-MarouaneChamakh-JonasOlsson
0,1990,3,0,0,0,0,0,0,Tottenham Hotspur,Blackburn Rovers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DarrenBent-StevenGerrard-AndyWilkinson-BradleyJohnson-GarethMcAuley-JonnyHowson-AlbertCrusat-WayneRooney-RafaelvanderVaart-Yakubu-StephenWard,DanielSturridge-MichelVorm-Sandro-RyanGiggs-Anderson-StevenPienaar-RaulMeireles-JamieO'Hara-MarkSchwarzer-AdamHenley-ChrisHerd
0,1990,3,0,0,0,0,0,0,Chelsea,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RicardoGardner-LucasLeiva-YohanCabaye-PatriceEvra-CarlJenkinson-LouisSaha-SebastiánCoates-MaxiRodríguez-MartonFülöp-RonaldZubar-RobinvanPersie,PepeReina-JermaineJenas-DidierDrogba-WayneRoutledge-WojciechSzczesny-SambaDiakité-RomeluLukaku-ChristopherSamba-Marc-GaryCahill-ClintHill
0,1990,3,0,0,0,0,0,0,Liverpool,Stoke City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GarethBarry-MarouaneFellaini-SomenTchoyi-DannyGabbidon-DeanWhitehead-MauroFormica-MagayeGueye-Piscu-Phillips-AntolínAlcaraz-DannyGabbidonOwn,AlejandroFaurlin-JonjoShelvey-MousaDembélé-DicksonEtuhu-MikelArteta-StevenNzonzi-ChrisBrunt-PhilNeville-AlanHutton-LedleyKing-MaynorFigueroa
0,1990,3,0,0,0,0,0,0,Wigan Athletic,Manchester City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WayneRooneyPen.Scored-TomCleverley-RyoMiyaichi-YounesKaboul-MichaelEssien-PeterLøvenkrands-PapissDembaCissé-AleksandarKolarov-BredeHangeland-PhilBardsley-RobbieKeane,FitzHall-RyanShawcross-RyanTaylor-JohanDjourou-AnthonyPilkington-StevenFletcher-ZatKnight-AaronHughes-MahamadouDiarra-ElliottWard-PavelPogrebnyak
0,1990,3,0,0,0,0,0,0,Norwich City,West Bromwich Albion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MartinKelly-Chicharito-EmmanuelAdebayor-TonyHibbertOwn-ShaneLong-CiaranClark-KoloTouré-SteveSidwell-GlenJohnson-NemanjaVidic-DavidN'Gog,TomasRosicky-ChrisSmalling-AndersLindegaard-JordiGómez-RubénRochina-BradleyOrr-StephenKelly-JohnObiMikel-SalomonKalou-SimeonJackson-MicahRichards
0,1990,3,0,0,0,0,0,0,Swansea City,Newcastle United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,StiliyanPetrov-MarcAlbrighton-DannyRose-CraigGordon-WayneBridge-ConorSammon-FraizerCampbell-FabriceMuamba-DembaBa-Doni-Alex,MattUpson-KieronDyer-EmileHeskey-RoryDelap-JamesMcClean-VictorAnichebe-LeonOsman-NigeldeJong-ScottSinclairPen.Scored-LeonBritton-LeeCattermole
0,1990,3,0,0,0,0,0,0,Fulham,Wolverhampton Wanderers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DanielAyala-AaronRamsey-AdamBogdan-GabrielObertan-GeorgeElokobi-NikicaJelavic-MichaelTurner-CraigGardner-BenFoster-JonathanWalters-SamHutchinson,MichaelCarrick-NeilTaylorOwn-SylvainMarveaux-SimonCox-RyanShotton-GylfiSigurdsson-KevinFoley-JonnyEvans-FrankLampardPen.Scored-KenwyneJones-KevinDoyle
0,1990,3,0,0,0,0,0,0,Sunderland,Manchester United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FabricioColoccini-NicolasAnelka-ThomasSørensen-LukeMoore-JoshMcEachran-DarrenPratley-GabrielAgbonlahor-DavidDavis-Chamberlain-JoeRiley-AshleyCole,PatrickvanAanholt-GaryCaldwellOwn-CharlieAdam-ZdenekGrygera-JoséBosingwa-HenriqueHilário-GlennWhelan-LuisAntonioValencia-LandonDonovan-DanielAgger-ScottDannOwn
0,1990,3,0,0,0,0,0,0,Everton,Bolton Wanderers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coker-PabloZabaleta-AngelRangel-SylvainDistin-TommySmith-JoleonLescott-GaëlGivet-RyanBertrand-MikeWilliamson-JakeLivermore-AnthonyModeste,LeroyLita-DannyMurphy-SimonDavies-StéphaneSessegnon-KyleNaughton-JeromeThomas-EricLichaj-NedumOnuoha-MatthewEtherington-CameronJerome-PerMertesacker
0,1990,3,0,0,0,0,0,0,Queens Park Rangers,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NicklasBendtner-EmmanuelFrimpong-JermaineBeckford-LukaModric-NathanBaker-FernandoTorres-BradGuzan-AshleyWilliams-GaryCaldwell-MarcTierney-ShaunWright,JonásGutiérrez-FabianDelph-DavidWheater-JordanHenderson-ThomasVermaelenOwn-YakubuPen.Scored-SéamusColeman-DJCampbell-TuncaySanli-MartinSkrtelOwn-MarioBalotelli
0,1990,4,0,0,0,0,0,0,Aston Villa,Tottenham Hotspur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RussellMartin-GaryCahill-DamienDuff-PhilJagielka-Marc-AndrewCrofts-JermaineJenas-PepeReina-ClintHill-DavidGoodwillie-AdamJohnson,ParkJi-BradleyJohnson-StevenReid-MatthewKilgallon-AndyWilkinson-HarisVuckic-GarethMcAuley-DavidStockdale-LeightonBaines-Yakubu-TonyHibbert
0,1990,4,0,0,0,0,0,0,Stoke City,Blackburn Rovers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AdamDrury-ClintDempsey-JonjoShelvey-RicardoFuller-PhilNeville-FrankLampard-AlejandroFaurlin-IvanKlasnic-ZoltánGera-MaynorFigueroa-JoséEnrique,RaulMeireles-EdinDzeko-GrantHoltPen.Scored-StevenCaulker-FábioAurélio-AdamHenley-DiniyarBilyaletdinov-Anderson-AndréSantos-Nani-JasonLowe
0,1990,4,0,0,0,0,0,0,Manchester City,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AnthonyPilkington-SergioAgüero-GrantHolt-PavelPogrebnyak-FitzHall-MahamadouDiarra-ZatKnight-SimonMignolet-Fabio-RyanTaylor-MartinSkrtel,LucasLeiva-AntonFerdinand-Gervinho-WilsonPalacios-PatriceEvra-RobinvanPersie-PeterCrouchOwn-SebastiánCoates-TitusBramble-JohnHeitinga-RonaldZubar
0,1990,4,0,0,0,0,0,0,West Bromwich Albion,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DavidDunn-WilliamGallas-TimHoward-Sung-SimeonJackson-TomasRosicky-JermainePennant-MatthewConnolly-AndersLindegaard-GrahamDorrans-JohnObiMikel,TimKrul-Piscu-ÁkosBuzsáky-DorusdeVries-AntolínAlcaraz-DannyGabbidon-DeanWhitehead-KyleWalker-HugoRodallega-KeithAndrews-MagayeGueye
0,1990,4,0,0,0,0,0,0,Newcastle United,Wigan Athletic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AsmirBegovic-VictorAnichebe-ShaunDerry-DanielAggerOwn-MartinPetrov-ScottSinclairPen.Scored-LeonBritton-RoryDelap-RobertHuth-LeonOsman-LeeCattermole,PhilBardsley-JuanMata-RyoMiyaichi-WayneRooneyPen.Scored-DedryckBoyata-AleksandarKolarov-BredeHangeland-Ekotto-PapissDembaCissé-KerimFrei-DavideSanton
0,1990,4,0,0,0,0,0,0,Wolverhampton Wanderers,Norwich City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NeilTaylorOwn-AndreyArshavin-DavidEdwards-MarcosAlonso-SylvainMarveaux-MichaelCarrick-KevinFoley-SimonCox-ChrisBairdOwn-KenwyneJones-BenAmos,ShaneLong-JamesCollins-EmmanuelAdebayor-CiaranClark-SimonLappin-MíchelSalgado-Ramires-LukeYoung-NemanjaVidic-NathanDyer-MarcWilson
0,1990,4,0,0,0,0,0,0,Manchester United,Swansea City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GaryCaldwellOwn-DavidPizarro-HenriqueHilário-MohamedDiamé-ApostolosVellios-DannyMurphyPen.Scored-LuisAntonioValencia-StevenReidOwn-BryanRuiz-CraigDawson-LeightonBainesPen.Scored,StephenHunt-MarcAlbrighton-PaulRobinson-CraigGordon-DjibrilCissé-SergioAgüeroPen.Scored-DannyRose-Alex-FabriceMuamba-DembaBa-ConorSammon
0,1990,4,0,0,0,0,0,0,Bolton Wanderers,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SimonDavies-StéphaneSessegnon-LaurentKoscielny-JoeAllen-PerMertesacker-MatthewEtherington-TimReam-NedumOnuoha-SholaAmeobi-JeromeThomas-MartinOlsson,AlexandreSong-CraigBellamy-AaronWilbraham-DannyGrahamOwn-LeonBarnett-SebastianLarsson-AaronRamsey-BenFoster-JonathanWalters-NikicaJelavic-CharlesN'Zogbia
0,1990,4,0,0,0,0,0,0,Arsenal,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JordanHenderson-KieranRichardson-JazzRichards-DavidWheater-FabianDelph-MartinSkrtelOwn-JonasOlsson-TuncaySanli-AsamoahGyan-ThomasVermaelenOwn-JonathanWoodgate,DannyWelbeck-DaviddeGea-YossiBenayoun-JamesMcFadden-Chamberlain-JodyCraddock-DarrenPratley-ShaneDuffy-AshleyCole-ChicharitoPen.Scored-LukeMoore
0,1990,4,0,0,0,0,0,0,Queens Park Rangers,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NathanBaker-GaryCaldwell-FernandoTorres-AaronLennon-JermaineBeckford-DannyGuthrie-MarcusOlsson-CarlosCuellar-ScottParker-DavidVaughan-EmmersonBoyce,PeterOdemwingie-PabloZabaleta-AndyCarroll-ChrisMartin-Coker-BradFriedel-ZakWhitbread-SamirNasri-GaëlGivet-JakeLivermore-ScottSinclair
0,1990,5,0,0,0,0,0,0,Tottenham Hotspur,Stoke City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BradleyJohnson-MatthewKilgallon-RossBarkley-GarethMcAuley-DarrenBent-StevenReid-StevenGerrard-WayneRooney-StephenWard-AshleyYoung-JohnO'Shea,StevenNzonzi-JaySpearing-TayeTaiwo-ChrisBrunt-ChrisBaird-BobbyZamoraPen.Scored-IvanKlasnic-AlanHutton-FrankLampard-MikelArteta-JamesMorrison
0,1990,5,0,0,0,0,0,0,Aston Villa,Manchester City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DidierDrogbaPen.Scored-AndrewCrofts-GaryCahill-ClintHill-DamienDuff-WayneRoutledge-RomeluLukaku-PhilJagielka-AdlèneGuédioura-JackRodwell-Marc,FitzHall-VedranCorluka-JackColback-PavelPogrebnyak-StevenFletcher-NickyShorey-Fabio-MahamadouDiarra-RyanTaylor-JamesPerch-StephenDobbie
